ZMW,region,start,stop,y
6422652,CCS,0,120,100
6422653,CCS,0,870,100
6422653,Five_Barcode_Reverse,846,870,75
6422653,Three_Barcode,1,71,50
6422655,CCS,0,2289,100
6422655,Five_Barcode_Reverse,1645,1669,75
6422655,Three_Barcode_Reverse,1598,1669,50
6422657,CCS,0,3170,100
6422657,Five_Barcode,1,26,75
6422657,Three_Barcode_Reverse,3094,3170,50
6422658,CCS,0,710,100
6422659,CCS,0,1623,100
6422659,Five_Barcode_Reverse,1599,1623,75
6422659,Three_Barcode,1,71,50
6422661,CCS,0,2476,100
6422661,Five_Barcode,1,27,75
6422661,Three_Barcode_Reverse,2371,2451,50
6422664,CCS,0,969,100
6422666,CCS,0,1275,100
6422668,CCS,0,2360,100
6422668,Five_Barcode_Reverse,2335,2360,75
6422668,Three_Barcode_Reverse,2289,2360,50
6422669,CCS,0,1595,100
6422669,Three_Barcode_Reverse,1504,1586,50
6422670,CCS,0,1215,100
6422670,Five_Barcode_Reverse,1191,1215,75
6422670,Three_Barcode_Reverse,1145,1218,50
6422672,CCS,0,524,100
6422673,CCS,0,567,100
6422674,CCS,0,2488,100
6422674,Three_Barcode_Reverse,2403,2489,50
6422675,CCS,0,4153,100
6422675,Three_Barcode_Reverse,4080,4154,50
6422676,CCS,0,1881,100
6422676,Five_Barcode_Reverse,1857,1881,75
6422676,Three_Barcode,1,71,50
6422677,CCS,0,2034,100
6422677,Five_Barcode_Reverse,2010,2034,75
6422677,Three_Barcode,1,71,50
6422678,CCS,0,680,100
6422678,Five_Barcode_Reverse,656,680,75
6422678,Three_Barcode_Reverse,607,680,50
6422679,CCS,0,4101,100
6422679,Five_Barcode_Reverse,4077,4101,75
6422679,Three_Barcode,1,71,50
6422680,CCS,0,617,100
6422680,Five_Barcode_Reverse,593,617,75
6422680,Three_Barcode,1,71,50
6422681,CCS,0,2001,100
6422681,Five_Barcode_Reverse,1397,1421,75
6422681,Five_Barcode_Reverse,1977,2001,75
6422681,Three_Barcode,1422,1492,50
6422682,CCS,0,225,100
6422682,Five_Barcode,1,25,75
6422682,Three_Barcode,1,71,50
6422683,CCS,0,788,100
6422683,Three_Barcode_Reverse,690,790,50
6422684,CCS,0,530,100
6422684,Five_Barcode_Reverse,506,530,75
6422684,Three_Barcode,1,72,50
6422685,CCS,0,914,100
6422685,Five_Barcode_Reverse,890,914,75
6422685,Three_Barcode_Reverse,844,914,50
6422686,CCS,0,475,100
6422687,CCS,0,2687,100
6422687,Five_Barcode,1,25,75
6422687,Three_Barcode_Reverse,2611,2691,50
6422688,CCS,0,3787,100
6422688,Five_Barcode_Reverse,3763,3787,75
6422688,Three_Barcode,1,71,50
6422690,CCS,0,2851,100
6422690,Five_Barcode_Reverse,1878,1902,75
6422690,Three_Barcode_Reverse,1832,1902,50
6422694,CCS,0,932,100
6422695,CCS,0,2886,100
6422695,Five_Barcode_Reverse,2862,2886,75
6422695,Three_Barcode_Reverse,2816,2886,50
6422697,CCS,0,617,100
6422697,Five_Barcode,1,25,75
6422697,Three_Barcode,1,71,50
6422699,CCS,0,172,100
6422700,CCS,0,1902,100
6422700,Five_Barcode_Reverse,1878,1902,75
6422700,Three_Barcode_Reverse,1832,1902,50
6422701,CCS,0,77,100
6422703,CCS,0,1082,100
6422703,Five_Barcode_Reverse,1058,1082,75
6422703,Three_Barcode,1,71,50
6422707,CCS,0,858,100
6422707,Five_Barcode_Reverse,463,487,75
6422707,Three_Barcode,2,77,50
6422709,CCS,0,2214,100
6422709,Five_Barcode,1,25,75
6422709,Five_Barcode,1536,1560,75
6422709,Three_Barcode_Reverse,2143,2214,50
6422710,CCS,0,1339,100
6422710,Five_Barcode_Reverse,1315,1339,75
6422710,Three_Barcode_Reverse,1267,1339,50
6422711,CCS,0,1678,100
6422711,Five_Barcode,1,25,75
6422711,Three_Barcode,1,71,50
6422712,CCS,0,186,100
6422713,CCS,0,239,100
6422714,CCS,0,1699,100
6422715,CCS,0,633,100
6422717,CCS,0,550,100
6422718,CCS,0,4036,100
6422718,Five_Barcode_Reverse,1578,1602,75
6422718,Three_Barcode_Reverse,1530,1602,50
6422721,CCS,0,1459,100
6422721,Five_Barcode_Reverse,1435,1459,75
6422721,Three_Barcode_Reverse,1389,1459,50
6422722,CCS,0,494,100
6422723,CCS,0,914,100
6422723,Five_Barcode,1,25,75
6422723,Three_Barcode_Reverse,841,914,50
6422724,CCS,0,294,100
6422724,Five_Barcode_Reverse,270,294,75
6422724,Three_Barcode_Reverse,224,294,50
6422725,CCS,0,2242,100
6422725,Five_Barcode_Reverse,2218,2242,75
6422725,Three_Barcode,1,72,50
6422727,CCS,0,620,100
6422727,Five_Barcode_Reverse,596,620,75
6422727,Three_Barcode_Reverse,550,620,50
6422728,CCS,0,402,100
6422728,Five_Barcode_Reverse,378,402,75
6422728,Three_Barcode_Reverse,332,402,50
6422730,CCS,0,126,100
6422731,CCS,0,2272,100
6422731,Five_Barcode_Reverse,2248,2272,75
6422731,Three_Barcode,1,73,50
6422733,CCS,0,4145,100
6422733,Five_Barcode_Reverse,4121,4145,75
6422733,Three_Barcode,1,71,50
6422734,CCS,0,2087,100
6422734,Five_Barcode,1,25,75
6422734,Three_Barcode,1,71,50
6422737,CCS,0,1073,100
6422738,CCS,0,1419,100
6422738,Five_Barcode,1,25,75
6422738,Three_Barcode_Reverse,1351,1421,50
6422739,CCS,0,1834,100
6422739,Five_Barcode_Reverse,1810,1834,75
6422739,Three_Barcode_Reverse,1764,1834,50
6422740,CCS,0,2036,100
6422742,CCS,0,5671,100
6422744,CCS,0,2381,100
6422744,Three_Barcode,2,78,50
6422745,CCS,0,672,100
6422745,Three_Barcode,1,81,50
6422747,CCS,0,3478,100
6422747,Three_Barcode,1,78,50
6422747,Three_Barcode,1,80,50
6422749,CCS,0,1209,100
6422749,Five_Barcode_Reverse,1185,1209,75
6422749,Three_Barcode_Reverse,1139,1209,50
6422750,CCS,0,1269,100
6422752,CCS,0,1210,100
6422753,CCS,0,1339,100
6422753,Five_Barcode_Reverse,1315,1339,75
6422753,Three_Barcode_Reverse,1267,1339,50
6422754,CCS,0,1344,100
6422756,CCS,0,789,100
6422760,CCS,0,170,100
6422760,Three_Barcode,7,113,50
6422762,CCS,0,2118,100
6422762,Five_Barcode_Reverse,2094,2118,75
6422762,Three_Barcode_Reverse,2048,2118,50
6422763,CCS,0,3063,100
6422763,Five_Barcode,2,26,75
6422763,Three_Barcode_Reverse,2993,3065,50
6422764,CCS,0,1912,100
6422764,Three_Barcode,727,842,50
6422768,CCS,0,719,100
6422768,Five_Barcode_Reverse,695,719,75
6422768,Three_Barcode_Reverse,648,719,50
6422769,CCS,0,1364,100
6422769,Five_Barcode_Reverse,1340,1364,75
6422769,Three_Barcode_Reverse,1295,1365,50
6422770,CCS,0,1548,100
6422771,CCS,0,585,100
6422771,Five_Barcode,1,25,75
6422771,Three_Barcode,1,73,50
6422772,CCS,0,2768,100
6422772,Five_Barcode,1037,1061,75
6422772,Three_Barcode_Reverse,967,1037,50
6422773,CCS,0,2648,100
6422773,Five_Barcode_Reverse,2624,2648,75
6422773,Three_Barcode,2,74,50
6422774,CCS,0,468,100
6422775,CCS,0,263,100
6422777,CCS,0,1262,100
6422777,Three_Barcode_Reverse,575,670,50
6422778,CCS,0,2776,100
6422779,CCS,0,3881,100
6422779,Five_Barcode_Reverse,3857,3881,75
6422779,Three_Barcode,1,71,50
6422780,CCS,0,3589,100
6422780,Five_Barcode,1,25,75
6422780,Three_Barcode,1,71,50
6422781,CCS,0,5403,100
6422781,Five_Barcode_Reverse,5379,5403,75
6422781,Three_Barcode_Reverse,5331,5403,50
6422783,CCS,0,2754,100
6422783,Three_Barcode,1,75,50
6422784,CCS,0,1075,100
6422784,Five_Barcode,1,25,75
6422784,Three_Barcode_Reverse,1003,1075,50
6422785,CCS,0,2001,100
6422785,Five_Barcode,2,29,75
6422785,Three_Barcode_Reverse,1919,2009,50
6422786,CCS,0,8109,100
6422786,Five_Barcode_Reverse,8083,8109,75
6422786,Three_Barcode_Reverse,8036,8110,50
6422788,CCS,0,3564,100
6422788,Five_Barcode,1,25,75
6422788,Three_Barcode_Reverse,3494,3565,50
6422789,CCS,0,1542,100
6422789,Five_Barcode,2,29,75
6422791,CCS,0,3410,100
6422791,Five_Barcode_Reverse,3386,3410,75
6422791,Three_Barcode_Reverse,3340,3410,50
6422795,CCS,0,4043,100
6422795,Five_Barcode,1,25,75
6422795,Three_Barcode,1,75,50
6422796,CCS,0,1112,100
6422796,Five_Barcode_Reverse,586,610,75
6422796,Five_Barcode_Reverse,1088,1112,75
6422796,Three_Barcode_Reverse,1043,1113,50
6422798,CCS,0,1138,100
6422799,CCS,0,436,100
6422800,CCS,0,5434,100
6422801,CCS,0,1704,100
6422801,Five_Barcode_Reverse,1680,1704,75
6422801,Three_Barcode,1,71,50
6422801,Three_Barcode,1,73,50
6422802,CCS,0,225,100
6422802,Five_Barcode_Reverse,202,227,75
6422802,Three_Barcode_Reverse,158,229,50
6422803,CCS,0,549,100
6422803,Five_Barcode_Reverse,525,549,75
6422803,Three_Barcode,1,71,50
6422804,CCS,0,573,100
6422804,Three_Barcode_Reverse,506,584,50
6422806,CCS,0,1568,100
6422806,Five_Barcode_Reverse,1544,1568,75
6422806,Three_Barcode,1,71,50
6422807,CCS,0,249,100
6422807,Five_Barcode_Reverse,225,249,75
6422807,Three_Barcode,1,69,50
6422808,CCS,0,525,100
6422808,Five_Barcode_Reverse,501,525,75
6422808,Three_Barcode_Reverse,455,526,50
6422809,CCS,0,448,100
6422811,CCS,0,910,100
6422812,CCS,0,2054,100
6422812,Three_Barcode,2,77,50
6422812,Three_Barcode,2,79,50
6422813,CCS,0,2270,100
6422813,Five_Barcode_Reverse,2246,2270,75
6422813,Three_Barcode,1,71,50
6422814,CCS,0,158,100
6422816,CCS,0,3613,100
6422816,Five_Barcode_Reverse,3589,3613,75
6422816,Three_Barcode,1,70,50
6422818,CCS,0,2902,100
6422819,CCS,0,987,100
6422819,Five_Barcode_Reverse,963,987,75
6422819,Three_Barcode_Reverse,917,987,50
6422820,CCS,0,3187,100
6422820,Five_Barcode,1,25,75
6422820,Five_Barcode,870,894,75
6422820,Five_Barcode,1341,1365,75
6422820,Three_Barcode_Reverse,1271,1343,50
6422821,CCS,0,208,100
6422822,CCS,0,1728,100
6422826,CCS,0,3626,100
6422826,Five_Barcode_Reverse,1032,1056,75
6422826,Five_Barcode_Reverse,3602,3626,75
6422826,Three_Barcode_Reverse,984,1056,50
6422826,Three_Barcode_Reverse,3554,3626,50
6422827,CCS,0,1421,100
6422827,Five_Barcode_Reverse,1395,1419,75
6422827,Three_Barcode,1,71,50
6422829,CCS,0,2459,100
6422829,Five_Barcode_Reverse,2433,2458,75
6422829,Three_Barcode_Reverse,2386,2458,50
6422830,CCS,0,635,100
6422830,Five_Barcode_Reverse,611,635,75
6422830,Three_Barcode,1,71,50
6422831,CCS,0,641,100
6422831,Five_Barcode_Reverse,617,641,75
6422831,Three_Barcode,1,71,50
6422832,CCS,0,943,100
6422837,CCS,0,648,100
6422837,Three_Barcode_Reverse,550,648,50
6422837,Three_Barcode_Reverse,550,652,50
6422838,CCS,0,131,100
6422839,CCS,0,3935,100
6422839,Five_Barcode,1,25,75
6422839,Three_Barcode_Reverse,3867,3939,50
6422840,CCS,0,3285,100
6422840,Five_Barcode_Reverse,1271,1295,75
6422840,Five_Barcode_Reverse,3261,3285,75
6422840,Three_Barcode_Reverse,1225,1295,50
6422841,CCS,0,59,100
6422842,CCS,0,4750,100
6422842,Five_Barcode,1,26,75
6422842,Three_Barcode_Reverse,4680,4752,50
6422844,CCS,0,493,100
6422845,CCS,0,4445,100
6422845,Five_Barcode_Reverse,4421,4445,75
6422845,Three_Barcode,2,72,50
6422847,CCS,0,1028,100
6422850,CCS,0,7048,100
6422850,Five_Barcode_Reverse,7022,7048,75
6422850,Three_Barcode_Reverse,6970,7048,50
6422851,CCS,0,6106,100
6422851,Five_Barcode,4417,4443,75
6422851,Three_Barcode,2,75,50
6422853,CCS,0,1976,100
6422853,Five_Barcode_Reverse,1952,1976,75
6422853,Three_Barcode,1,71,50
6422854,CCS,0,2192,100
6422854,Three_Barcode,1,84,50
6422856,CCS,0,976,100
6422856,Five_Barcode_Reverse,952,977,75
6422861,CCS,0,1161,100
6422861,Five_Barcode_Reverse,1135,1162,75
6422861,Three_Barcode_Reverse,1087,1162,50
6422862,CCS,0,1003,100
6422862,Five_Barcode_Reverse,979,1003,75
6422862,Three_Barcode_Reverse,930,1003,50
6422863,CCS,0,540,100
6422863,Five_Barcode_Reverse,516,540,75
6422863,Three_Barcode,1,71,50
6422864,CCS,0,1068,100
6422865,CCS,0,1937,100
6422865,Three_Barcode,1,82,50
6422866,CCS,0,1275,100
6422866,Five_Barcode_Reverse,1251,1275,75
6422866,Three_Barcode,1,72,50
6422867,CCS,0,4601,100
6422867,Five_Barcode,2727,2752,75
6422867,Three_Barcode_Reverse,2650,2729,50
6422868,CCS,0,522,100
6422869,CCS,0,2661,100
6422869,Three_Barcode,1,84,50
6422870,CCS,0,1006,100
6422874,CCS,0,3575,100
6422874,Five_Barcode_Reverse,2067,2091,75
6422874,Five_Barcode_Reverse,3551,3575,75
6422874,Three_Barcode_Reverse,3504,3575,50
6422875,CCS,0,1408,100
6422875,Five_Barcode,1,26,75
6422875,Three_Barcode_Reverse,1339,1412,50
6422876,CCS,0,1341,100
6422876,Five_Barcode,2,29,75
6422876,Three_Barcode_Reverse,545,619,50
6422877,CCS,0,2263,100
6422877,Five_Barcode_Reverse,2238,2263,75
6422877,Three_Barcode_Reverse,2190,2264,50
6422878,CCS,0,214,100
6422878,Five_Barcode,2,26,75
6422879,CCS,0,1179,100
6422879,Three_Barcode_Reverse,1112,1182,50
6422880,CCS,0,2013,100
6422880,Five_Barcode_Reverse,1989,2013,75
6422880,Three_Barcode_Reverse,1942,2013,50
6422881,CCS,0,2885,100
6422881,Five_Barcode_Reverse,2861,2885,75
6422881,Three_Barcode_Reverse,2816,2886,50
6422882,CCS,0,185,100
6422884,CCS,0,4502,100
6422884,Five_Barcode_Reverse,4478,4502,75
6422884,Three_Barcode,1,71,50
6422885,CCS,0,2489,100
6422885,Five_Barcode_Reverse,2465,2489,75
6422885,Three_Barcode_Reverse,2419,2489,50
6422886,CCS,0,257,100
6422886,Five_Barcode_Reverse,234,259,75
6422887,CCS,0,3006,100
6422887,Five_Barcode_Reverse,2982,3006,75
6422887,Three_Barcode,1,71,50
6422888,CCS,0,341,100
6422888,Three_Barcode,1,87,50
6422889,CCS,0,4382,100
6422889,Five_Barcode_Reverse,4358,4382,75
6422889,Three_Barcode_Reverse,4310,4382,50
6422890,CCS,0,1798,100
6422890,Five_Barcode_Reverse,1774,1798,75
6422890,Three_Barcode,1,71,50
6422894,CCS,0,138,100
6422897,CCS,0,148,100
6422899,CCS,0,595,100
6422899,Three_Barcode_Reverse,521,596,50
6422901,CCS,0,1899,100
6422901,Five_Barcode_Reverse,1875,1899,75
6422901,Three_Barcode_Reverse,1827,1899,50
6422903,CCS,0,1975,100
6422903,Five_Barcode_Reverse,1951,1975,75
6422903,Three_Barcode_Reverse,1905,1975,50
6422904,CCS,0,3027,100
6422904,Five_Barcode_Reverse,3003,3027,75
6422904,Three_Barcode_Reverse,2957,3027,50
6422905,CCS,0,1563,100
6422905,Five_Barcode_Reverse,1539,1563,75
6422905,Three_Barcode_Reverse,1493,1563,50
6422907,CCS,0,657,100
6422912,CCS,0,1936,100
6422912,Five_Barcode_Reverse,1913,1937,75
6422912,Three_Barcode,2,72,50
6422914,CCS,0,1901,100
6422914,Five_Barcode_Reverse,1877,1901,75
6422914,Three_Barcode,1,71,50
6422915,CCS,0,3786,100
6422915,Five_Barcode_Reverse,3761,3786,75
6422915,Three_Barcode_Reverse,3710,3787,50
6422917,CCS,0,1999,100
6422917,Five_Barcode_Reverse,1975,1999,75
6422917,Three_Barcode_Reverse,1929,1999,50
6422918,CCS,0,3286,100
6422918,Five_Barcode_Reverse,3262,3286,75
6422918,Three_Barcode,1,72,50
6422919,CCS,0,1761,100
6422919,Five_Barcode_Reverse,1737,1761,75
6422919,Three_Barcode,1,71,50
6422920,CCS,0,1134,100
6422920,Five_Barcode_Reverse,1106,1133,75
6422920,Three_Barcode,1,77,50
6422922,CCS,0,304,100
6422923,CCS,0,1230,100
6422923,Five_Barcode_Reverse,1205,1229,75
6422923,Three_Barcode,1,70,50
6422925,CCS,0,1855,100
6422925,Five_Barcode_Reverse,1831,1855,75
6422925,Three_Barcode_Reverse,1785,1855,50
6422926,CCS,0,4120,100
6422926,Five_Barcode,1,25,75
6422926,Three_Barcode_Reverse,4049,4123,50
6422929,CCS,0,1219,100
6422929,Five_Barcode_Reverse,1196,1220,75
6422929,Three_Barcode_Reverse,1150,1220,50
6422930,CCS,0,1171,100
6422930,Five_Barcode_Reverse,1144,1170,75
6422931,CCS,0,1775,100
6422931,Five_Barcode_Reverse,1751,1775,75
6422931,Three_Barcode,1,71,50
6422932,CCS,0,2434,100
6422932,Five_Barcode_Reverse,1594,1618,75
6422932,Five_Barcode_Reverse,2410,2434,75
6422932,Three_Barcode_Reverse,2363,2435,50
6422934,CCS,0,1643,100
6422934,Five_Barcode_Reverse,1620,1644,75
6422934,Three_Barcode,1,73,50
6422935,CCS,0,1902,100
6422935,Five_Barcode_Reverse,1878,1902,75
6422935,Three_Barcode,1,75,50
6422935,Three_Barcode,1,79,50
6422936,CCS,0,1900,100
6422936,Five_Barcode,1,25,75
6422936,Three_Barcode,1,72,50
6422937,CCS,0,1903,100
6422937,Five_Barcode_Reverse,1879,1903,75
6422937,Three_Barcode_Reverse,1832,1903,50
6422940,CCS,0,1765,100
6422940,Five_Barcode_Reverse,1742,1766,75
6422943,CCS,0,1558,100
6422943,Three_Barcode,1,81,50
6422944,CCS,0,1213,100
6422944,Five_Barcode_Reverse,1189,1213,75
6422944,Three_Barcode,1,71,50
6422946,CCS,0,1624,100
6422949,CCS,0,3602,100
6422949,Five_Barcode_Reverse,3578,3602,75
6422949,Three_Barcode_Reverse,3532,3602,50
6422951,CCS,0,677,100
6422951,Five_Barcode,1,26,75
6422951,Three_Barcode,1,79,50
6422952,CCS,0,1617,100
6422956,CCS,0,1049,100
6422956,Five_Barcode,2,26,75
6422956,Three_Barcode,2,72,50
6422958,CCS,0,1101,100
6422958,Five_Barcode_Reverse,1076,1101,75
6422958,Three_Barcode_Reverse,1030,1101,50
6422960,CCS,0,1917,100
6422960,Five_Barcode_Reverse,1893,1917,75
6422960,Three_Barcode_Reverse,1847,1917,50
6422961,CCS,0,1895,100
6422961,Five_Barcode_Reverse,659,684,75
6422961,Three_Barcode_Reverse,606,684,50
6422964,CCS,0,441,100
6422964,Five_Barcode_Reverse,417,441,75
6422964,Three_Barcode_Reverse,370,441,50
6422967,CCS,0,4469,100
6422967,Three_Barcode_Reverse,3675,3769,50
6422969,CCS,0,1730,100
6422969,Five_Barcode,2,27,75
6422969,Three_Barcode,2,81,50
6422970,CCS,0,240,100
6422971,CCS,0,2385,100
6422971,Five_Barcode_Reverse,945,970,75
6422971,Three_Barcode_Reverse,2324,2403,50
6422975,CCS,0,2557,100
6422975,Five_Barcode_Reverse,2533,2557,75
6422975,Three_Barcode_Reverse,2487,2557,50
6422976,CCS,0,961,100
6422976,Five_Barcode_Reverse,937,961,75
6422976,Three_Barcode,1,71,50
6422977,CCS,0,2223,100
6422977,Five_Barcode_Reverse,2199,2223,75
6422977,Three_Barcode_Reverse,2153,2223,50
6422978,CCS,0,797,100
6422978,Five_Barcode_Reverse,771,797,75
6422978,Three_Barcode_Reverse,723,797,50
6422979,CCS,0,2485,100
6422979,Five_Barcode_Reverse,2461,2485,75
6422979,Three_Barcode,1,71,50
6422980,CCS,0,1514,100
6422980,Five_Barcode_Reverse,1490,1514,75
6422980,Three_Barcode_Reverse,1444,1515,50
6422982,CCS,0,296,100
6422983,CCS,0,2866,100
6422983,Five_Barcode_Reverse,2842,2866,75
6422983,Three_Barcode_Reverse,2795,2866,50
6422986,CCS,0,1149,100
6422986,Three_Barcode,1,76,50
6422987,CCS,0,1769,100
6422987,Five_Barcode,1,29,75
6422987,Three_Barcode,1,88,50
6422988,CCS,0,626,100
6422992,CCS,0,1413,100
6422992,Five_Barcode_Reverse,1389,1413,75
6422992,Three_Barcode_Reverse,1342,1413,50
6422993,CCS,0,1138,100
6422993,Five_Barcode_Reverse,1114,1138,75
6422993,Three_Barcode_Reverse,1068,1138,50
6422994,CCS,0,2082,100
6422994,Five_Barcode_Reverse,2058,2082,75
6422994,Three_Barcode,1,71,50
6422997,CCS,0,472,100
6422998,CCS,0,1462,100
6422998,Five_Barcode_Reverse,1436,1462,75
6422998,Three_Barcode_Reverse,1387,1464,50
6423000,CCS,0,1065,100
6423000,Five_Barcode_Reverse,1041,1065,75
6423000,Three_Barcode,1,71,50
6423000,Three_Barcode,1,75,50
6423002,CCS,0,2286,100
6423002,Five_Barcode,1,24,75
6423002,Three_Barcode_Reverse,2215,2291,50
6423005,CCS,0,1335,100
6423005,Five_Barcode_Reverse,1311,1335,75
6423005,Three_Barcode,1,71,50
6423006,CCS,0,2912,100
6423006,Five_Barcode_Reverse,2888,2912,75
6423006,Three_Barcode,1,71,50
6423008,CCS,0,269,100
6423009,CCS,0,1599,100
6423009,Five_Barcode_Reverse,1575,1599,75
6423009,Three_Barcode,1,71,50
6423014,CCS,0,2146,100
6423014,Five_Barcode,1779,1805,75
6423014,Adapter,1690,1739,25
6423014,Adapter,1690,1745,25
6423015,CCS,0,477,100
6423015,Five_Barcode_Reverse,453,477,75
6423015,Three_Barcode_Reverse,406,477,50
6423016,CCS,0,627,100
6423016,Five_Barcode,1,25,75
6423016,Three_Barcode_Reverse,557,628,50
6423023,CCS,0,2191,100
6423023,Five_Barcode_Reverse,2167,2191,75
6423023,Three_Barcode_Reverse,2121,2191,50
6423024,CCS,0,365,100
6423024,Three_Barcode_Reverse,286,371,50
6423026,CCS,0,1542,100
6423027,CCS,0,1549,100
6423027,Five_Barcode_Reverse,508,532,75
6423027,Five_Barcode_Reverse,1525,1549,75
6423027,Three_Barcode_Reverse,1478,1549,50
6423028,CCS,0,439,100
6423029,CCS,0,2690,100
6423029,Five_Barcode_Reverse,2666,2690,75
6423029,Three_Barcode_Reverse,2620,2690,50
6423033,CCS,0,1083,100
6423033,Three_Barcode_Reverse,141,242,50
6423034,CCS,0,3067,100
6423034,Three_Barcode,1,77,50
6423036,CCS,0,1556,100
6423036,Five_Barcode_Reverse,1532,1556,75
6423036,Three_Barcode,1,71,50
6423037,CCS,0,184,100
6423037,Five_Barcode_Reverse,160,184,75
6423037,Three_Barcode_Reverse,113,184,50
6423038,CCS,0,672,100
6423038,Five_Barcode_Reverse,648,672,75
6423038,Three_Barcode_Reverse,602,672,50
6423040,CCS,0,2322,100
6423040,Three_Barcode,1,71,50
6423043,CCS,0,2580,100
6423043,Five_Barcode_Reverse,2556,2580,75
6423043,Three_Barcode_Reverse,2509,2580,50
6423045,CCS,0,1779,100
6423045,Five_Barcode_Reverse,1755,1779,75
6423045,Three_Barcode_Reverse,1708,1779,50
6423047,CCS,0,2141,100
6423047,Five_Barcode,1,25,75
6423047,Three_Barcode_Reverse,2072,2142,50
6423048,CCS,0,977,100
6423048,Five_Barcode_Reverse,952,978,75
6423048,Three_Barcode_Reverse,897,978,50
6423049,CCS,0,4944,100
6423049,Five_Barcode_Reverse,4920,4944,75
6423049,Three_Barcode,1,72,50
6423050,CCS,0,2196,100
6423051,CCS,0,5017,100
6423051,Five_Barcode,1408,1432,75
6423051,Three_Barcode_Reverse,4945,5017,50
6423052,CCS,0,1213,100
6423052,Five_Barcode_Reverse,1189,1213,75
6423052,Three_Barcode,1,71,50
6423052,Three_Barcode,1,73,50
6423055,CCS,0,1664,100
6423055,Five_Barcode_Reverse,1640,1664,75
6423055,Three_Barcode,1,71,50
6423056,CCS,0,1301,100
6423056,Three_Barcode_Reverse,709,785,50
6423058,CCS,0,1431,100
6423058,Three_Barcode,1,80,50
6423059,CCS,0,1714,100
6423059,Five_Barcode_Reverse,1690,1714,75
6423059,Three_Barcode_Reverse,1645,1715,50
6423060,CCS,0,991,100
6423060,Five_Barcode_Reverse,198,222,75
6423060,Five_Barcode_Reverse,967,991,75
6423060,Three_Barcode_Reverse,152,222,50
6423061,CCS,0,695,100
6423063,CCS,0,1891,100
6423063,Five_Barcode_Reverse,616,640,75
6423063,Three_Barcode,1,76,50
6423064,CCS,0,3842,100
6423066,CCS,0,3015,100
6423066,Five_Barcode_Reverse,2991,3015,75
6423066,Three_Barcode_Reverse,2945,3015,50
6423067,CCS,0,1311,100
6423067,Five_Barcode_Reverse,1287,1311,75
6423067,Three_Barcode,1,71,50
6423070,CCS,0,611,100
6423070,Three_Barcode_Reverse,438,519,50
6423070,Three_Barcode_Reverse,438,523,50
6423071,CCS,0,966,100
6423071,Five_Barcode,1,25,75
6423071,Three_Barcode,1,74,50
6423073,CCS,0,3939,100
6423073,Five_Barcode,1,24,75
6423073,Three_Barcode,1,70,50
6423074,CCS,0,3729,100
6423074,Three_Barcode_Reverse,3655,3736,50
6423075,CCS,0,6854,100
6423075,Five_Barcode_Reverse,6830,6854,75
6423075,Three_Barcode,4147,4220,50
6423076,CCS,0,3639,100
6423076,Five_Barcode_Reverse,3605,3631,75
6423076,Three_Barcode,1,71,50
6423078,CCS,0,2116,100
6423078,Five_Barcode_Reverse,1356,1380,75
6423078,Five_Barcode_Reverse,2092,2116,75
6423078,Three_Barcode,1381,1451,50
6423079,CCS,0,1398,100
6423079,Five_Barcode_Reverse,1374,1398,75
6423079,Three_Barcode_Reverse,1328,1398,50
6423082,CCS,0,890,100
6423082,Five_Barcode_Reverse,866,890,75
6423082,Three_Barcode,1,71,50
6423083,CCS,0,1659,100
6423083,Five_Barcode_Reverse,1635,1659,75
6423083,Three_Barcode_Reverse,1588,1659,50
6423085,CCS,0,871,100
6423085,Five_Barcode_Reverse,847,871,75
6423085,Three_Barcode,1,72,50
6423087,CCS,0,1790,100
6423087,Five_Barcode,1,25,75
6423087,Three_Barcode,1,72,50
6423088,CCS,0,527,100
6423088,Five_Barcode,1,25,75
6423088,Three_Barcode_Reverse,459,529,50
6423089,CCS,0,1706,100
6423089,Five_Barcode,1,25,75
6423089,Three_Barcode_Reverse,1063,1138,50
6423094,CCS,0,299,100
6423098,CCS,0,932,100
6423099,CCS,0,5245,100
6423099,Five_Barcode_Reverse,5221,5245,75
6423099,Three_Barcode_Reverse,5174,5245,50
6423100,CCS,0,2886,100
6423100,Five_Barcode_Reverse,2862,2886,75
6423100,Three_Barcode_Reverse,2816,2886,50
6423101,CCS,0,1999,100
6423101,Three_Barcode_Reverse,1066,1163,50
6423104,CCS,0,721,100
6423104,Five_Barcode_Reverse,697,721,75
6423104,Three_Barcode_Reverse,650,721,50
6423105,CCS,0,2572,100
6423105,Five_Barcode_Reverse,2548,2572,75
6423105,Three_Barcode,1,71,50
6423106,CCS,0,776,100
6423106,Five_Barcode,1,27,75
6423106,Three_Barcode_Reverse,697,769,50
6423108,CCS,0,1812,100
6423108,Five_Barcode_Reverse,825,849,75
6423108,Five_Barcode_Reverse,1788,1812,75
6423108,Three_Barcode_Reverse,779,849,50
6423108,Three_Barcode_Reverse,1742,1812,50
6423109,CCS,0,4304,100
6423109,Five_Barcode_Reverse,4280,4304,75
6423109,Three_Barcode,2,76,50
6423109,Three_Barcode,2,78,50
6423111,CCS,0,1780,100
6423112,CCS,0,172,100
6423113,CCS,0,3004,100
6423113,Five_Barcode_Reverse,2979,3003,75
6423113,Three_Barcode_Reverse,2933,3003,50
6423118,CCS,0,2011,100
6423118,Three_Barcode,27,127,50
